filename,total_words,english_only,danish_only,ambiguous,neither
output_FAQ_20250610_180942_1.txt,598,10,367,207,14
output_FAQ_20250610_180954_2.txt,370,0,243,123,4
output_FAQ_20250610_181009_3.txt,605,0,369,234,2
output_FAQ_20250610_181025_4.txt,630,0,378,244,8
output_FAQ_20250610_181037_5.txt,323,6,184,113,20
output_FAQ_20250610_181053_6.txt,539,11,270,223,35
output_FAQ_20250610_181057_1.txt,587,9,376,192,10
output_FAQ_20250610_181110_7.txt,414,6,230,159,19
output_FAQ_20250610_181112_2.txt,357,0,245,102,10
output_FAQ_20250610_181126_3.txt,552,0,318,232,2
output_FAQ_20250610_181126_8.txt,605,1,375,212,17
output_FAQ_20250610_181138_9.txt,258,6,142,102,8
output_FAQ_20250610_181142_4.txt,560,0,337,216,7
output_FAQ_20250610_181151_10.txt,404,1,233,157,13
output_FAQ_20250610_181157_5.txt,439,4,270,136,29
output_FAQ_20250610_181209_11.txt,651,0,404,241,6
output_FAQ_20250610_181214_6.txt,537,12,280,212,33
output_FAQ_20250610_181226_12.txt,467,2,237,190,38
output_FAQ_20250610_181231_7.txt,409,4,230,159,16
output_FAQ_20250610_181245_13.txt,715,0,435,280,0
output_FAQ_20250610_181247_8.txt,573,3,350,207,13
output_FAQ_20250610_181255_9.txt,141,8,79,51,3
output_FAQ_20250610_181304_14.txt,635,0,388,239,8
output_FAQ_20250610_181315_10.txt,367,0,208,151,8
output_FAQ_20250610_181321_15.txt,475,0,279,191,5
output_FAQ_20250610_181332_11.txt,566,0,338,226,2
output_FAQ_20250610_181338_16.txt,630,0,422,207,1
output_FAQ_20250610_181350_12.txt,466,1,225,205,35
output_FAQ_20250610_181353_17.txt,598,0,362,228,8
output_FAQ_20250610_181408_18.txt,521,1,314,178,28
output_FAQ_20250610_181409_13.txt,669,0,377,286,6
output_FAQ_20250610_181425_14.txt,528,0,298,219,11
output_FAQ_20250610_181425_19.txt,665,0,442,219,4
output_FAQ_20250610_181440_20.txt,482,0,305,172,5
output_FAQ_20250610_181442_15.txt,493,1,282,202,8
output_FAQ_20250610_181449_21.txt,239,0,146,93,0
output_FAQ_20250610_181458_22.txt,139,1,79,57,2
output_FAQ_20250610_181459_16.txt,753,0,488,261,4
output_FAQ_20250610_181509_23.txt,221,0,142,79,0
output_FAQ_20250610_181515_24.txt,65,0,37,27,1
output_FAQ_20250610_181519_17.txt,760,0,442,313,5
output_FAQ_20250610_181527_25.txt,393,0,225,167,1
output_FAQ_20250610_181534_18.txt,552,2,324,187,39
output_FAQ_20250610_181540_26.txt,393,0,239,145,9
output_FAQ_20250610_181549_19.txt,628,0,380,244,4
output_FAQ_20250610_181551_27.txt,375,0,215,158,2
output_FAQ_20250610_181604_20.txt,518,1,334,178,5
output_FAQ_20250610_181609_28.txt,692,0,386,304,2
output_FAQ_20250610_181614_21.txt,248,0,159,89,0
output_FAQ_20250610_181617_29.txt,171,0,105,65,1
output_FAQ_20250610_181623_22.txt,125,0,68,55,2
output_FAQ_20250610_181631_30.txt,433,0,262,169,2
output_FAQ_20250610_181634_23.txt,263,0,170,93,0
output_FAQ_20250610_181641_24.txt,60,0,37,23,0
output_FAQ_20250610_181653_25.txt,365,0,212,150,3
output_FAQ_20250610_181705_26.txt,321,0,191,126,4
output_FAQ_20250610_181719_27.txt,455,0,271,180,4
output_FAQ_20250610_181734_28.txt,572,2,316,247,7
output_FAQ_20250610_181740_29.txt,93,0,58,35,0
output_FAQ_20250610_181753_30.txt,512,0,306,204,2
output_FAQ_20250610_183454_1.txt,457,12,290,148,7
output_FAQ_20250610_183506_2.txt,314,0,218,94,2
output_FAQ_20250610_183518_3.txt,447,1,252,189,5
output_FAQ_20250610_183534_4.txt,658,0,396,251,11
output_FAQ_20250610_183548_5.txt,423,4,255,136,28
output_FAQ_20250610_183605_6.txt,651,21,334,266,30
output_FAQ_20250610_183617_1.txt,529,6,332,179,12
output_FAQ_20250610_183621_7.txt,410,4,228,155,23
output_FAQ_20250610_183628_2.txt,274,0,190,82,2
output_FAQ_20250610_183637_8.txt,638,5,382,234,17
output_FAQ_20250610_183643_3.txt,600,0,349,250,1
output_FAQ_20250610_183648_9.txt,208,8,115,78,7
output_FAQ_20250610_183658_4.txt,624,0,379,239,6
output_FAQ_20250610_183701_10.txt,352,0,212,129,11
output_FAQ_20250610_183711_5.txt,344,9,200,112,23
output_FAQ_20250610_183718_11.txt,599,0,390,204,5
output_FAQ_20250610_183726_6.txt,495,9,275,176,35
output_FAQ_20250610_183737_12.txt,486,1,251,198,36
output_FAQ_20250610_183743_7.txt,363,5,200,138,20
output_FAQ_20250610_183755_13.txt,695,0,434,260,1
output_FAQ_20250610_183757_8.txt,548,0,345,191,12
output_FAQ_20250610_183805_9.txt,120,8,71,38,3
output_FAQ_20250610_183810_14.txt,523,0,295,214,14
output_FAQ_20250610_183819_10.txt,390,1,218,163,8
output_FAQ_20250610_183825_1.txt,610,16,379,202,13
output_FAQ_20250610_183830_15.txt,539,1,333,200,5
output_FAQ_20250610_183837_11.txt,719,0,448,267,4
output_FAQ_20250610_183837_2.txt,362,0,209,150,3
output_FAQ_20250610_183847_16.txt,624,0,400,219,5
output_FAQ_20250610_183851_3.txt,519,0,316,201,2
output_FAQ_20250610_183853_12.txt,433,0,219,166,48
output_FAQ_20250610_183903_17.txt,613,0,372,237,4
output_FAQ_20250610_183907_4.txt,632,0,378,244,10
output_FAQ_20250610_183910_13.txt,679,0,437,240,2
output_FAQ_20250610_183919_18.txt,595,0,348,209,38
output_FAQ_20250610_183920_5.txt,343,5,214,97,27
output_FAQ_20250610_183924_14.txt,503,0,277,216,10
output_FAQ_20250610_183934_19.txt,598,0,375,217,6
output_FAQ_20250610_183935_6.txt,531,10,273,222,26
output_FAQ_20250610_183944_15.txt,684,0,397,275,12
output_FAQ_20250610_183946_20.txt,343,0,229,112,2
output_FAQ_20250610_183950_7.txt,342,4,184,135,19
output_FAQ_20250610_183955_21.txt,268,0,165,101,2
output_FAQ_20250610_184001_16.txt,625,1,406,214,4
output_FAQ_20250610_184003_22.txt,110,0,67,40,3
output_FAQ_20250610_184004_8.txt,605,1,379,215,10
output_FAQ_20250610_184012_23.txt,200,1,124,74,1
output_FAQ_20250610_184014_9.txt,208,9,123,69,7
output_FAQ_20250610_184019_17.txt,707,0,417,282,8
output_FAQ_20250610_184020_24.txt,47,0,28,17,2
output_FAQ_20250610_184026_10.txt,314,0,185,125,4
output_FAQ_20250610_184033_18.txt,585,3,322,216,44
output_FAQ_20250610_184035_25.txt,476,0,276,200,0
output_FAQ_20250610_184043_11.txt,630,0,406,222,2
output_FAQ_20250610_184046_26.txt,329,1,208,120,0
output_FAQ_20250610_184050_19.txt,767,0,453,310,4
output_FAQ_20250610_184100_12.txt,445,1,231,166,47
output_FAQ_20250610_184101_27.txt,489,0,279,204,6
output_FAQ_20250610_184104_20.txt,480,0,285,184,11
output_FAQ_20250610_184112_21.txt,156,0,96,58,2
output_FAQ_20250610_184113_28.txt,500,0,276,221,3
output_FAQ_20250610_184119_29.txt,77,0,46,31,0
output_FAQ_20250610_184121_22.txt,135,0,76,56,3
output_FAQ_20250610_184127_13.txt,870,0,528,340,2
output_FAQ_20250610_184132_23.txt,324,0,207,116,1
output_FAQ_20250610_184132_30.txt,466,0,273,190,3
output_FAQ_20250610_184138_24.txt,53,0,38,15,0
output_FAQ_20250610_184143_14.txt,486,0,285,192,9
output_FAQ_20250610_184151_25.txt,407,0,224,180,3
output_FAQ_20250610_184203_15.txt,659,3,385,260,11
output_FAQ_20250610_184203_26.txt,376,0,233,138,5
output_FAQ_20250610_184215_27.txt,393,0,218,173,2
output_FAQ_20250610_184220_16.txt,594,0,398,193,3
output_FAQ_20250610_184225_28.txt,496,282,13,182,19
output_FAQ_20250610_184232_29.txt,112,0,64,48,0
output_FAQ_20250610_184237_17.txt,630,0,374,252,4
output_FAQ_20250610_184244_30.txt,432,4,255,173,0
output_FAQ_20250610_184250_18.txt,594,4,329,215,46
output_FAQ_20250610_184307_19.txt,657,2,414,235,6
output_FAQ_20250610_184321_20.txt,470,0,290,172,8
output_FAQ_20250610_184330_21.txt,287,0,163,124,0
output_FAQ_20250610_184339_22.txt,163,1,94,66,2
output_FAQ_20250610_184349_23.txt,244,0,142,100,2
output_FAQ_20250610_184355_24.txt,57,0,33,23,1
output_FAQ_20250610_184407_25.txt,364,0,198,165,1
output_FAQ_20250610_184419_26.txt,301,0,203,93,5
output_FAQ_20250610_184435_27.txt,492,0,273,214,5
output_FAQ_20250610_184449_28.txt,629,0,356,269,4
output_FAQ_20250610_184454_29.txt,77,0,39,38,0
output_FAQ_20250610_184509_30.txt,574,0,331,237,6
output_FAQ_20250610_185911_1.txt,507,12,303,166,26
output_FAQ_20250610_185925_2.txt,326,0,216,109,1
output_FAQ_20250610_185938_3.txt,440,0,261,176,3
output_FAQ_20250610_185953_4.txt,584,0,354,222,8
output_FAQ_20250610_190007_5.txt,402,5,239,134,24
output_FAQ_20250610_190012_1.txt,496,12,303,169,12
output_FAQ_20250610_190024_2.txt,310,0,201,102,7
output_FAQ_20250610_190025_6.txt,593,9,322,233,29
output_FAQ_20250610_190036_3.txt,475,0,285,190,0
output_FAQ_20250610_190041_7.txt,402,6,222,150,24
output_FAQ_20250610_190051_4.txt,483,0,304,175,4
output_FAQ_20250610_190056_8.txt,621,1,390,219,11
output_FAQ_20250610_190104_5.txt,349,8,209,107,25
output_FAQ_20250610_190106_9.txt,190,8,110,66,6
output_FAQ_20250610_190119_10.txt,368,0,211,147,10
output_FAQ_20250610_190120_6.txt,610,15,320,237,38
output_FAQ_20250610_190134_7.txt,346,2,210,115,19
output_FAQ_20250610_190136_11.txt,691,0,439,244,8
output_FAQ_20250610_190149_8.txt,543,3,343,184,13
output_FAQ_20250610_190153_12.txt,415,1,199,179,36
output_FAQ_20250610_190200_9.txt,238,10,143,76,9
output_FAQ_20250610_190211_13.txt,711,0,437,272,2
output_FAQ_20250610_190213_10.txt,381,2,223,142,14
output_FAQ_20250610_190228_14.txt,511,0,301,204,6
output_FAQ_20250610_190230_11.txt,544,0,339,202,3
output_FAQ_20250610_190247_15.txt,576,1,350,219,6
output_FAQ_20250610_190248_12.txt,421,3,219,158,41
output_FAQ_20250610_190255_1.txt,665,29,388,228,20
output_FAQ_20250610_190303_16.txt,604,0,383,215,6
output_FAQ_20250610_190305_13.txt,587,0,349,235,3
output_FAQ_20250610_190316_2.txt,477,0,306,163,8
output_FAQ_20250610_190318_17.txt,578,0,344,229,5
output_FAQ_20250610_190320_14.txt,531,0,297,225,9
output_FAQ_20250610_190328_3.txt,488,0,289,198,1
output_FAQ_20250610_190335_18.txt,653,2,368,235,48
output_FAQ_20250610_190345_4.txt,617,0,379,234,4
output_FAQ_20250610_190347_15.txt,624,0,365,248,11
output_FAQ_20250610_190351_19.txt,622,0,384,229,9
output_FAQ_20250610_190358_5.txt,337,9,209,96,23
output_FAQ_20250610_190405_16.txt,673,0,429,236,8
output_FAQ_20250610_190405_20.txt,473,0,313,155,5
output_FAQ_20250610_190413_21.txt,208,0,122,84,2
output_FAQ_20250610_190416_6.txt,579,13,315,224,27
output_FAQ_20250610_190421_17.txt,583,1,351,221,10
output_FAQ_20250610_190422_22.txt,153,1,86,63,3
output_FAQ_20250610_190431_7.txt,420,4,243,154,19
